,Year,Datetime,Stage,Stadium,City,Home Team Name,Home Team Goals,Away Team Goals,Away Team Name,Win conditions,Attendance,Half-time Home Goals,Half-time Away Goals,Referee,Assistant 1,Assistant 2,RoundID,MatchID,Home Team Initials,Away Team Initials
368,1986.0,03 Jun 1986 - 16:00 ,Group F,Tecnologico,Monterrey ,Portugal,1.0,0.0,England, ,23000.0,0.0,0.0,ROTH Volker (GER),DOTCHEV Bogdan (BUL),AL SHARIF Jamal (SYR),308.0,538.0,POR,ENG
369,1986.0,04 Jun 1986 - 12:00 ,Group B,Bombonera - Estadio Nemesio Diez,Toluca ,Paraguay,1.0,0.0,Iraq, ,24000.0,1.0,0.0,PICON-ACKONG Edwin (MRI),ULLOA MORERA Berny (CRC),SOCHA David (USA),308.0,628.0,PAR,IRQ
370,1986.0,04 Jun 1986 - 16:00 ,Group E,Neza,Nezahualcoyotl ,Scotland,0.0,1.0,Denmark, ,18000.0,0.0,0.0,NEMETH Lajos (HUN),KIRSCHEN Siegfried (GER),AL SHANAR Fallaj Khuzam (KSA),308.0,517.0,SCO,DEN
371,1986.0,04 Jun 1986 - 12:00 ,Group E,Estadio Corregidora,Queretaro ,Uruguay,1.0,1.0,Germany FR, ,30500.0,1.0,0.0,CHRISTOV Vojtech (TCH),SILVA ARCE Hernan (CHI),SILVA VALENTE Carlos Alberto (POR),308.0,585.0,URU,FRG
372,1986.0,05 Jun 1986 - 12:00 ,Group A,Cuauhtemoc,Puebla ,Italy,1.0,1.0,Argentina, ,32000.0,1.0,1.0,KEIZER Jan (NED),MARQUEZ RAMIREZ Antonio (MEX),SNODDY Alan (NIR),308.0,394.0,ITA,ARG
373,1986.0,05 Jun 1986 - 12:00 ,Group C,Nou Camp - Estadio Le�n,Leon ,France,1.0,1.0,Soviet Union, ,36540.0,0.0,0.0,ARPPI FILHO Romualdo (BRA),SANCHEZ ARMINIO Victoriano (ESP),TAKADA Shizuo (JPN),308.0,571.0,FRA,URS
374,1986.0,05 Jun 1986 - 16:00 ,Group A,Estadio Ol�mpico Universitario,Mexico City ,Korea Republic,1.0,1.0,Bulgaria, ,45000.0,0.0,1.0,AL SHANAR Fallaj Khuzam (KSA),IGNA Ioan (ROU),BUTENKO Valeri (RUS),308.0,460.0,KOR,BUL
375,1986.0,06 Jun 1986 - 12:00 ,Group C,Estadio Irapuato,Irapuato ,Hungary,2.0,0.0,Canada, ,13800.0,1.0,0.0,AL SHARIF Jamal (SYR),PETROVIC Zoran (SRB),BAMBRIDGE Christopher (AUS),308.0,475.0,HUN,CAN
376,1986.0,06 Jun 1986 - 12:00 ,Group D,Jalisco,Guadalajara ,Brazil,1.0,0.0,Algeria, ,48000.0,0.0,0.0,MENDEZ MOLINA Romulo (GUA),MARTINEZ BAZAN Jose Luis (URU),QUINIOU Joel (FRA),308.0,377.0,BRA,ALG
377,1986.0,06 Jun 1986 - 16:00 ,Group F,Tecnologico,Monterrey ,England,0.0,0.0,Morocco, ,20200.0,0.0,0.0,GONZALEZ ROA Gabriel (PAR),ESPOSITO Carlos (ARG),KIRSCHEN Siegfried (GER),308.0,533.0,ENG,MAR
378,1986.0,07 Jun 1986 - 12:00 ,Group D,Tres de Marzo,Guadalajara ,Northern Ireland,1.0,2.0,Spain, ,28000.0,0.0,2.0,BRUMMEIER Horst (AUT),AGNOLIN Luigi (ITA),NEMETH Lajos (HUN),308.0,551.0,NIR,ESP
379,1986.0,07 Jun 1986 - 12:00 ,Group B,Estadio Azteca,Mexico City ,Mexico,1.0,1.0,Paraguay, ,114600.0,1.0,0.0,COURTNEY George (ENG),FREDRIKSSON Erik (SWE),IGNA Ioan (ROU),308.0,680.0,MEX,PAR
380,1986.0,07 Jun 1986 - 16:00 ,Group F,Estadio Universitario,Monterrey ,Poland,1.0,0.0,Portugal, ,19915.0,0.0,0.0,BENNACEUR Ali (TUN),PICON-ACKONG Edwin (MRI),TAKADA Shizuo (JPN),308.0,701.0,POL,POR
381,1986.0,08 Jun 1986 - 12:00 ,Group B,Bombonera - Estadio Nemesio Diez,Toluca ,Iraq,1.0,2.0,Belgium, ,20000.0,0.0,2.0,DIAZ PALACIO Jesus (COL),CHRISTOV Vojtech (TCH),SANCHEZ ARMINIO Victoriano (ESP),308.0,427.0,IRQ,BEL
382,1986.0,08 Jun 1986 - 16:00 ,Group E,Neza,Nezahualcoyotl ,Denmark,6.0,1.0,Uruguay, ,26500.0,2.0,1.0,MARQUEZ RAMIREZ Antonio (MEX),KEIZER Jan (NED),ARPPI FILHO Romualdo (BRA),308.0,522.0,DEN,URU
383,1986.0,08 Jun 1986 - 12:00 ,Group E,Estadio Corregidora,Queretaro ,Germany FR,2.0,1.0,Scotland, ,30000.0,1.0,1.0,IGNA Ioan (ROU),DOTCHEV Bogdan (BUL),SNODDY Alan (NIR),308.0,580.0,FRG,SCO
384,1986.0,09 Jun 1986 - 12:00 ,Group C,Nou Camp - Estadio Le�n,Leon ,Hungary,0.0,3.0,France, ,31420.0,0.0,1.0,SILVA VALENTE Carlos Alberto (POR),PONNET Alexis (BEL),DAINA Andre (SUI),308.0,567.0,HUN,FRA
385,1986.0,09 Jun 1986 - 12:00 ,Group C,Estadio Irapuato,Irapuato ,Soviet Union,2.0,0.0,Canada, ,14200.0,0.0,0.0,TRAORE Idrissa (MLI),AL SHANAR Fallaj Khuzam (KSA),GONZALEZ ROA Gabriel (PAR),308.0,476.0,URS,CAN
386,1986.0,10 Jun 1986 - 12:00 ,Group A,Cuauhtemoc,Puebla ,Korea Republic,2.0,3.0,Italy, ,20000.0,0.0,1.0,SOCHA David (USA),URREA Joaquin (MEX),AL SHARIF Jamal (SYR),308.0,643.0,KOR,ITA
387,1986.0,10 Jun 1986 - 12:00 ,Group A,Estadio Ol�mpico Universitario,Mexico City ,Argentina,2.0,0.0,Bulgaria, ,65000.0,1.0,0.0,ULLOA MORERA Berny (CRC),ARPPI FILHO Romualdo (BRA),MARTINEZ BAZAN Jose Luis (URU),308.0,389.0,ARG,BUL
388,1986.0,11 Jun 1986 - 12:00 ,Group B,Bombonera - Estadio Nemesio Diez,Toluca ,Paraguay,2.0,2.0,Belgium, ,16000.0,0.0,1.0,DOTCHEV Bogdan (BUL),BENNACEUR Ali (TUN),SILVA ARCE Hernan (CHI),308.0,429.0,PAR,BEL
389,1986.0,11 Jun 1986 - 12:00 ,Group B,Estadio Azteca,Mexico City ,Iraq,0.0,1.0,Mexico, ,103763.0,0.0,0.0,PETROVIC Zoran (SRB),NEMETH Lajos (HUN),AGNOLIN Luigi (ITA),308.0,627.0,IRQ,MEX
390,1986.0,11 Jun 1986 - 16:00 ,Group F,Tres de Marzo,Guadalajara ,Portugal,1.0,3.0,Morocco, ,28000.0,0.0,2.0,SNODDY Alan (NIR),BUTENKO Valeri (RUS),ROTH Volker (GER),308.0,675.0,POR,MAR
391,1986.0,11 Jun 1986 - 16:00 ,Group F,Tecnologico,Monterrey ,England,3.0,0.0,Poland, ,22700.0,3.0,0.0,DAINA Andre (SUI),BRUMMEIER Horst (AUT),CHRISTOV Vojtech (TCH),308.0,537.0,ENG,POL
392,1986.0,12 Jun 1986 - 12:00 ,Group D,Jalisco,Guadalajara ,Northern Ireland,0.0,3.0,Brazil, ,51000.0,0.0,2.0,KIRSCHEN Siegfried (GER),TRAORE Idrissa (MLI),COURTNEY George (ENG),308.0,441.0,NIR,BRA
393,1986.0,12 Jun 1986 - 12:00 ,Group D,Tecnologico,Monterrey ,Algeria,0.0,3.0,Spain, ,23980.0,0.0,1.0,TAKADA Shizuo (JPN),PICON-ACKONG Edwin (MRI),ESPOSITO Carlos (ARG),308.0,378.0,ALG,ESP
394,1986.0,13 Jun 1986 - 12:00 ,Group E,Neza,Nezahualcoyotl ,Scotland,0.0,0.0,Uruguay, ,20000.0,0.0,0.0,QUINIOU Joel (FRA),DIAZ PALACIO Jesus (COL),BENNACEUR Ali (TUN),308.0,712.0,SCO,URU
395,1986.0,13 Jun 1986 - 12:00 ,Group E,Estadio Corregidora,Queretaro ,Denmark,2.0,0.0,Germany FR, ,36000.0,1.0,0.0,PONNET Alexis (BEL),BAMBRIDGE Christopher (AUS),FREDRIKSSON Erik (SWE),308.0,512.0,DEN,FRG
396,1986.0,15 Jun 1986 - 16:00 ,Round of 16,Nou Camp - Estadio Le�n,Leon ,Soviet Union,3.0,4.0,Belgium,Belgium win after extra time ,32277.0,0.0,0.0,FREDRIKSSON Erik (SWE),SANCHEZ ARMINIO Victoriano (ESP),SOCHA David (USA),309.0,432.0,URS,BEL
397,1986.0,15 Jun 1986 - 12:00 ,Round of 16,Estadio Azteca,Mexico City ,Mexico,2.0,0.0,Bulgaria, ,114580.0,1.0,0.0,ARPPI FILHO Romualdo (BRA),MENDEZ MOLINA Romulo (GUA),IGNA Ioan (ROU),309.0,463.0,MEX,BUL
398,1986.0,16 Jun 1986 - 16:00 ,Round of 16,Cuauhtemoc,Puebla ,Argentina,1.0,0.0,Uruguay, ,26000.0,1.0,0.0,AGNOLIN Luigi (ITA),COURTNEY George (ENG),SILVA VALENTE Carlos Alberto (POR),309.0,398.0,ARG,URU
399,1986.0,16 Jun 1986 - 12:00 ,Round of 16,Jalisco,Guadalajara ,Brazil,4.0,0.0,Poland, ,45000.0,1.0,0.0,ROTH Volker (GER),MARQUEZ RAMIREZ Antonio (MEX),SNODDY Alan (NIR),309.0,444.0,BRA,POL
400,1986.0,17 Jun 1986 - 12:00 ,Round of 16,Estadio Ol�mpico Universitario,Mexico City ,Italy,0.0,2.0,France, ,70000.0,0.0,1.0,ESPOSITO Carlos (ARG),MARTINEZ BAZAN Jose Luis (URU),DIAZ PALACIO Jesus (COL),309.0,568.0,ITA,FRA
401,1986.0,17 Jun 1986 - 16:00 ,Round of 16,Estadio Universitario,Monterrey ,Morocco,0.0,1.0,Germany FR, ,19800.0,0.0,0.0,PETROVIC Zoran (SRB),NEMETH Lajos (HUN),BRUMMEIER Horst (AUT),309.0,574.0,MAR,FRG
402,1986.0,18 Jun 1986 - 12:00 ,Round of 16,Estadio Azteca,Mexico City ,England,3.0,0.0,Paraguay, ,98728.0,1.0,0.0,AL SHARIF Jamal (SYR),PONNET Alexis (BEL),AL SHANAR Fallaj Khuzam (KSA),309.0,536.0,ENG,PAR
403,1986.0,18 Jun 1986 - 16:00 ,Round of 16,Estadio Corregidora,Queretaro ,Denmark,1.0,5.0,Spain, ,38500.0,1.0,1.0,KEIZER Jan (NED),BENNACEUR Ali (TUN),DOTCHEV Bogdan (BUL),309.0,511.0,DEN,ESP
404,1986.0,21 Jun 1986 - 12:00 ,Quarter-finals,Jalisco,Guadalajara ,Brazil,1.0,1.0,France,France win on penalties (3 - 4) ,65000.0,0.0,0.0,IGNA Ioan (ROU),NEMETH Lajos (HUN),CHRISTOV Vojtech (TCH),714.0,440.0,BRA,FRA
405,1986.0,21 Jun 1986 - 16:00 ,Quarter-finals,Estadio Universitario,Monterrey ,Germany FR,0.0,0.0,Mexico,Germany FR win on penalties (4 - 1) ,41700.0,0.0,0.0,DIAZ PALACIO Jesus (COL),BAMBRIDGE Christopher (AUS),SNODDY Alan (NIR),714.0,575.0,FRG,MEX
406,1986.0,22 Jun 1986 - 16:00 ,Quarter-finals,Cuauhtemoc,Puebla ,Spain,1.0,1.0,Belgium,Belgium win on penalties (4 - 5) ,45000.0,0.0,0.0,KIRSCHEN Siegfried (GER),CODESAL MENDEZ Edgardo (MEX),BRUMMEIER Horst (AUT),714.0,421.0,ESP,BEL
407,1986.0,22 Jun 1986 - 12:00 ,Quarter-finals,Estadio Azteca,Mexico City ,Argentina,2.0,1.0,England, ,114580.0,0.0,0.0,BENNACEUR Ali (TUN),ULLOA MORERA Berny (CRC),DOTCHEV Bogdan (BUL),714.0,392.0,ARG,ENG
408,1986.0,25 Jun 1986 - 12:00 ,Semi-finals,Jalisco,Guadalajara ,France,0.0,2.0,Germany FR, ,45000.0,0.0,1.0,AGNOLIN Luigi (ITA),PETROVIC Zoran (SRB),NEMETH Lajos (HUN),3469.0,564.0,FRA,FRG
409,1986.0,25 Jun 1986 - 16:00 ,Semi-finals,Estadio Azteca,Mexico City ,Argentina,2.0,0.0,Belgium, ,114500.0,0.0,0.0,MARQUEZ RAMIREZ Antonio (MEX),MENDEZ MOLINA Romulo (GUA),SILVA VALENTE Carlos Alberto (POR),3469.0,388.0,ARG,BEL
410,1986.0,28 Jun 1986 - 12:00 ,Match for third place,Cuauhtemoc,Puebla ,France,4.0,2.0,Belgium,France win after extra time ,21000.0,0.0,0.0,COURTNEY George (ENG),SILVA ARCE Hernan (CHI),AL SHARIF Jamal (SYR),3468.0,422.0,FRA,BEL
411,1986.0,29 Jun 1986 - 12:00 ,Final,Estadio Azteca,Mexico City ,Argentina,3.0,2.0,Germany FR, ,114600.0,1.0,0.0,ARPPI FILHO Romualdo (BRA),FREDRIKSSON Erik (SWE),ULLOA MORERA Berny (CRC),3467.0,393.0,ARG,FRG
412,1990.0,08 Jun 1990 - 18:00 ,Group B,Giuseppe Meazza,Milan ,Argentina,0.0,1.0,Cameroon, ,73780.0,0.0,0.0,VAUTROT Michel (FRA),MAURO Vincent (USA),LISTKIEWICZ Michal (POL),322.0,26.0,ARG,CMR
413,1990.0,09 Jun 1990 - 17:00 ,Group B,Stadio San Nicola,Bari ,Soviet Union,0.0,2.0,Romania, ,42907.0,0.0,1.0,CARDELLINO DE SAN VICENTE Juan (URU),SORIANO ALADREN Emilio (ESP),SILVA ARCE Hernan (CHI),322.0,342.0,URS,ROU
414,1990.0,09 Jun 1990 - 17:00 ,Group D,Renato Dall Ara,Bologna ,"""rn"""">United Arab Emirates""",0.0,2.0,Colombia, ,30791.0,0.0,0.0,COURTNEY George (ENG),TAKADA Shizuo (JPN),SNODDY Alan (NIR),322.0,119.0,UAE,COL
415,1990.0,09 Jun 1990 - 21:00 ,Group A,Stadio Olimpico,Rome ,Italy,1.0,0.0,Austria, ,73303.0,0.0,0.0,RAMIZ WRIGHT Jose (BRA),PEREZ HOYOS Armando (COL),SILVA VALENTE Carlos Alberto (POR),322.0,42.0,ITA,AUT
416,1990.0,10 Jun 1990 - 17:00 ,Group A,Comunale,Florence ,USA,1.0,5.0,Czechoslovakia, ,33266.0,0.0,2.0,ROETHLISBERGER Kurt (SUI),VAN LANGENHOVE Marcel (BEL),SCHMIDHUBER Aron (GER),322.0,355.0,USA,TCH
417,1990.0,10 Jun 1990 - 21:00 ,Group C,Stadio delle Alpi,Turin ,Brazil,2.0,1.0,Sweden, ,62628.0,1.0,0.0,LANESE Tullio (ITA),VAUTROT Michel (FRA),JOUINI Neji (TUN),322.0,75.0,BRA,SWE
418,1990.0,10 Jun 1990 - 21:00 ,Group D,Giuseppe Meazza,Milan ,Germany FR,4.0,1.0,Yugoslavia, ,74765.0,2.0,0.0,MIKKELSEN Peter (DEN),MANDI Jassim (BHR),LISTKIEWICZ Michal (POL),322.0,201.0,FRG,YUG
419,1990.0,11 Jun 1990 - 17:00 ,Group C,Luigi Ferraris,Genoa ,Costa Rica,1.0,0.0,Scotland, ,30867.0,0.0,0.0,LOUSTAU Juan (ARG),MACIEL Carlos (PAR),JACOME GUERRERO Elias V. (ECU),322.0,127.0,CRC,SCO
420,1990.0,11 Jun 1990 - 21:00 ,Group F,Sant Elia,Cagliari ,England,1.0,1.0,"""rn"""">Republic of Ireland""", ,35238.0,1.0,0.0,SCHMIDHUBER Aron (GER),FREDRIKSSON Erik (SWE),ROETHLISBERGER Kurt (SUI),322.0,161.0,ENG,IRL
421,1990.0,12 Jun 1990 - 17:00 ,Group E,Marc Antonio Bentegodi,Verona ,Belgium,2.0,0.0,Korea Republic, ,32790.0,0.0,0.0,MAURO Vincent (USA),SNODDY Alan (NIR),COURTNEY George (ENG),322.0,57.0,BEL,KOR
422,1990.0,12 Jun 1990 - 21:00 ,Group F,Della Favorita,Palermo ,Netherlands,1.0,1.0,Egypt, ,33288.0,0.0,0.0,SORIANO ALADREN Emilio (ESP),CODESAL MENDEZ Edgardo (MEX),CARDELLINO DE SAN VICENTE Juan (URU),322.0,151.0,NED,EGY
423,1990.0,13 Jun 1990 - 17:00 ,Group E,Dacia Arena,Udine ,Uruguay,0.0,0.0,Spain, ,35713.0,0.0,0.0,KOHL Helmut (AUT),SPIRIN Alexey (RUS),KIRSCHEN Siegfried (GER),322.0,180.0,URU,ESP
424,1990.0,13 Jun 1990 - 21:00 ,Group B,San Paolo,Naples ,Argentina,2.0,0.0,Soviet Union, ,55759.0,1.0,0.0,FREDRIKSSON Erik (SWE),RAMIZ WRIGHT Jose (BRA),AL SHARIF Jamal (SYR),322.0,30.0,ARG,URS
425,1990.0,14 Jun 1990 - 17:00 ,Group B,Stadio San Nicola,Bari ,Cameroon,2.0,1.0,Romania, ,38687.0,0.0,0.0,SILVA ARCE Hernan (CHI),SILVA VALENTE Carlos Alberto (POR),PEREZ HOYOS Armando (COL),322.0,108.0,CMR,ROU
426,1990.0,14 Jun 1990 - 17:00 ,Group D,Renato Dall Ara,Bologna ,Yugoslavia,1.0,0.0,Colombia, ,32257.0,0.0,0.0,AGNOLIN Luigi (ITA),JOUINI Neji (TUN),DIRAMBA Jean Fidele (GAB),322.0,120.0,YUG,COL
427,1990.0,14 Jun 1990 - 21:00 ,Group A,Stadio Olimpico,Rome ,Italy,1.0,0.0,USA, ,73423.0,1.0,0.0,CODESAL MENDEZ Edgardo (MEX),CARDELLINO DE SAN VICENTE Juan (URU),ULLOA MORERA Berny (CRC),322.0,265.0,ITA,USA
428,1990.0,15 Jun 1990 - 17:00 ,Group A,Comunale,Florence ,Austria,0.0,1.0,Czechoslovakia, ,38962.0,0.0,1.0,SMITH George (SCO),LORENC Richard (AUS),AL SHARIF Jamal (SYR),322.0,43.0,AUT,TCH
429,1990.0,15 Jun 1990 - 21:00 ,Group D,Giuseppe Meazza,Milan ,Germany FR,5.0,1.0,"""rn"""">United Arab Emirates""", ,71169.0,2.0,0.0,SPIRIN Alexey (RUS),TAKADA Shizuo (JPN),PAIRETTO Pierluigi (ITA),322.0,198.0,FRG,UAE
430,1990.0,16 Jun 1990 - 17:00 ,Group C,Stadio delle Alpi,Turin ,Brazil,1.0,0.0,Costa Rica, ,58007.0,1.0,0.0,JOUINI Neji (TUN),DIRAMBA Jean Fidele (GAB),MANDI Jassim (BHR),322.0,73.0,BRA,CRC
431,1990.0,16 Jun 1990 - 21:00 ,Group C,Luigi Ferraris,Genoa ,Sweden,1.0,2.0,Scotland, ,31823.0,0.0,1.0,MACIEL Carlos (PAR),MAURO Vincent (USA),LISTKIEWICZ Michal (POL),322.0,348.0,SWE,SCO
432,1990.0,16 Jun 1990 - 21:00 ,Group F,Sant Elia,Cagliari ,England,0.0,0.0,Netherlands, ,35267.0,0.0,0.0,PETROVIC Zoran (SRB),HANSAL Mohamed (ALG),CODESAL MENDEZ Edgardo (MEX),322.0,160.0,ENG,NED
433,1990.0,17 Jun 1990 - 17:00 ,Group F,Della Favorita,Palermo ,"""rn"""">Republic of Ireland""",0.0,0.0,Egypt, ,33288.0,0.0,0.0,VAN LANGENHOVE Marcel (BEL),QUINIOU Joel (FRA),LO BELLO Rosario (ITA),322.0,152.0,IRL,EGY
434,1990.0,17 Jun 1990 - 21:00 ,Group E,Dacia Arena,Udine ,Korea Republic,1.0,3.0,Spain, ,32733.0,1.0,1.0,JACOME GUERRERO Elias V. (ECU),MAGNI Pierluigi (ITA),LOUSTAU Juan (ARG),322.0,175.0,KOR,ESP
435,1990.0,17 Jun 1990 - 21:00 ,Group E,Marc Antonio Bentegodi,Verona ,Belgium,3.0,1.0,Uruguay, ,33759.0,2.0,0.0,KIRSCHEN Siegfried (GER),MIKKELSEN Peter (DEN),SPIRIN Alexey (RUS),322.0,66.0,BEL,URU
436,1990.0,18 Jun 1990 - 21:00 ,Group B,San Paolo,Naples ,Argentina,1.0,1.0,Romania, ,52733.0,0.0,0.0,SILVA VALENTE Carlos Alberto (POR),ULLOA MORERA Berny (CRC),LONGHI Carlo (ITA),322.0,29.0,ARG,ROU
437,1990.0,18 Jun 1990 - 21:00 ,Group B,Stadio San Nicola,Bari ,Cameroon,0.0,4.0,Soviet Union, ,37307.0,0.0,2.0,RAMIZ WRIGHT Jose (BRA),D ELIA Pietro (ITA),ROETHLISBERGER Kurt (SUI),322.0,111.0,CMR,URS
438,1990.0,19 Jun 1990 - 17:00 ,Group D,Giuseppe Meazza,Milan ,Germany FR,1.0,1.0,Colombia, ,72510.0,0.0,0.0,SNODDY Alan (NIR),MANDI Jassim (BHR),LANESE Tullio (ITA),322.0,114.0,FRG,COL
439,1990.0,19 Jun 1990 - 17:00 ,Group D,Renato Dall Ara,Bologna ,Yugoslavia,4.0,1.0,"""rn"""">United Arab Emirates""", ,27833.0,2.0,1.0,TAKADA Shizuo (JPN),MIKKELSEN Peter (DEN),VAUTROT Michel (FRA),322.0,364.0,YUG,UAE
440,1990.0,19 Jun 1990 - 21:00 ,Group A,Stadio Olimpico,Rome ,Italy,2.0,0.0,Czechoslovakia, ,73303.0,1.0,0.0,QUINIOU Joel (FRA),VAN LANGENHOVE Marcel (BEL),SMITH George (SCO),322.0,263.0,ITA,TCH
441,1990.0,19 Jun 1990 - 21:00 ,Group A,Comunale,Florence ,Austria,2.0,1.0,USA, ,34857.0,0.0,0.0,AL SHARIF Jamal (SYR),LORENC Richard (AUS),PETROVIC Zoran (SRB),322.0,48.0,AUT,USA
442,1990.0,20 Jun 1990 - 21:00 ,Group C,Stadio delle Alpi,Turin ,Brazil,1.0,0.0,Scotland, ,62502.0,0.0,0.0,KOHL Helmut (AUT),LISTKIEWICZ Michal (POL),KIRSCHEN Siegfried (GER),322.0,74.0,BRA,SCO
443,1990.0,20 Jun 1990 - 21:00 ,Group C,Luigi Ferraris,Genoa ,Sweden,1.0,2.0,Costa Rica, ,30223.0,1.0,0.0,PETROVIC Zoran (SRB),SNODDY Alan (NIR),COURTNEY George (ENG),322.0,128.0,SWE,CRC
444,1990.0,21 Jun 1990 - 17:00 ,Group E,Friuli,Udine ,Korea Republic,0.0,1.0,Uruguay, ,29039.0,0.0,0.0,LANESE Tullio (ITA),DIRAMBA Jean Fidele (GAB),JOUINI Neji (TUN),322.0,290.0,KOR,URU
445,1990.0,21 Jun 1990 - 17:00 ,Group E,Marc Antonio Bentegodi,Verona ,Belgium,1.0,2.0,Spain, ,35950.0,1.0,2.0,LOUSTAU Juan (ARG),MACIEL Carlos (PAR),MAURO Vincent (USA),322.0,56.0,BEL,ESP
446,1990.0,21 Jun 1990 - 21:00 ,Group F,Della Favorita,Palermo ,"""rn"""">Republic of Ireland""",1.0,1.0,Netherlands, ,33288.0,0.0,1.0,VAUTROT Michel (FRA),LORENC Richard (AUS),HANSAL Mohamed (ALG),322.0,228.0,IRL,NED
447,1990.0,21 Jun 1990 - 21:00 ,Group F,Sant Elia,Cagliari ,England,1.0,0.0,Egypt, ,34959.0,0.0,0.0,ROETHLISBERGER Kurt (SUI),ULLOA MORERA Berny (CRC),CODESAL MENDEZ Edgardo (MEX),322.0,150.0,ENG,EGY
448,1990.0,23 Jun 1990 - 17:00 ,Round of 16,San Paolo,Naples ,Cameroon,2.0,1.0,Colombia,Cameroon win after extra time ,50026.0,0.0,0.0,LANESE Tullio (ITA),AL SHARIF Jamal (SYR),ULLOA MORERA Berny (CRC),323.0,102.0,CMR,COL
449,1990.0,23 Jun 1990 - 21:00 ,Round of 16,Stadio San Nicola,Bari ,Czechoslovakia,4.0,1.0,Costa Rica, ,47673.0,1.0,0.0,KIRSCHEN Siegfried (GER),PEREZ HOYOS Armando (COL),D ELIA Pietro (ITA),323.0,129.0,TCH,CRC
450,1990.0,24 Jun 1990 - 17:00 ,Round of 16,Stadio delle Alpi,Turin ,Brazil,0.0,1.0,Argentina, ,61381.0,0.0,0.0,QUINIOU Joel (FRA),SPIRIN Alexey (RUS),PAIRETTO Pierluigi (ITA),323.0,25.0,BRA,ARG
451,1990.0,24 Jun 1990 - 21:00 ,Round of 16,Giuseppe Meazza,Milan ,Germany FR,2.0,1.0,Netherlands, ,74559.0,0.0,0.0,LOUSTAU Juan (ARG),JACOME GUERRERO Elias V. (ECU),MAURO Vincent (USA),323.0,196.0,FRG,NED
452,1990.0,25 Jun 1990 - 17:00 ,Round of 16,Luigi Ferraris,Genoa ,"""rn"""">Republic of Ireland""",0.0,0.0,Romania,Republic of Ireland win on penalties (5 - 4) ,31818.0,0.0,0.0,RAMIZ WRIGHT Jose (BRA),MACIEL Carlos (PAR),MANDI Jassim (BHR),323.0,248.0,IRL,ROU
453,1990.0,25 Jun 1990 - 21:00 ,Round of 16,Stadio Olimpico,Rome ,Italy,2.0,0.0,Uruguay, ,73303.0,0.0,0.0,COURTNEY George (ENG),ROETHLISBERGER Kurt (SUI),PETROVIC Zoran (SRB),323.0,264.0,ITA,URU
454,1990.0,26 Jun 1990 - 17:00 ,Round of 16,Marc Antonio Bentegodi,Verona ,Spain,1.0,2.0,Yugoslavia,Yugoslavia win after extra time ,35500.0,0.0,0.0,SCHMIDHUBER Aron (GER),SNODDY Alan (NIR),LISTKIEWICZ Michal (POL),323.0,181.0,ESP,YUG
455,1990.0,26 Jun 1990 - 21:00 ,Round of 16,Renato Dall Ara,Bologna ,England,1.0,0.0,Belgium,England win after extra time ,34520.0,0.0,0.0,MIKKELSEN Peter (DEN),KOHL Helmut (AUT),TAKADA Shizuo (JPN),323.0,55.0,ENG,BEL
456,1990.0,30 Jun 1990 - 17:00 ,Quarter-finals,Comunale,Florence ,Yugoslavia,0.0,0.0,Argentina, win on penalties (2 - 3) ,38971.0,0.0,0.0,ROETHLISBERGER Kurt (SUI),JOUINI Neji (TUN),HANSAL Mohamed (ALG),751.0,31.0,YUG,ARG
457,1990.0,30 Jun 1990 - 21:00 ,Quarter-finals,Stadio Olimpico,Rome ,Italy,1.0,0.0,"""rn"""">Republic of Ireland""", ,73303.0,1.0,0.0,SILVA VALENTE Carlos Alberto (POR),PEREZ HOYOS Armando (COL),ULLOA MORERA Berny (CRC),751.0,243.0,ITA,IRL
458,1990.0,01 Jul 1990 - 17:00 ,Quarter-finals,Giuseppe Meazza,Milan ,Germany FR,1.0,0.0,Czechoslovakia, ,73347.0,1.0,0.0,KOHL Helmut (AUT),MIKKELSEN Peter (DEN),LISTKIEWICZ Michal (POL),751.0,197.0,FRG,TCH
459,1990.0,01 Jul 1990 - 21:00 ,Quarter-finals,San Paolo,Naples ,England,3.0,2.0,Cameroon,England win after extra time ,55205.0,0.0,0.0,CODESAL MENDEZ Edgardo (MEX),MAURO Vincent (USA),MANDI Jassim (BHR),751.0,103.0,ENG,CMR
460,1990.0,03 Jul 1990 - 20:00 ,Semi-finals,San Paolo,Naples ,Italy,1.0,1.0,Argentina, win on penalties (3 - 4) ,59978.0,0.0,0.0,VAUTROT Michel (FRA),LISTKIEWICZ Michal (POL),MIKKELSEN Peter (DEN),3464.0,28.0,ITA,ARG
461,1990.0,04 Jul 1990 - 20:00 ,Semi-finals,Stadio delle Alpi,Turin ,Germany FR,1.0,1.0,England, win on penalties (4 - 3) ,62628.0,0.0,0.0,RAMIZ WRIGHT Jose (BRA),QUINIOU Joel (FRA),PEREZ HOYOS Armando (COL),3464.0,159.0,FRG,ENG
462,1990.0,07 Jul 1990 - 20:00 ,Match for third place,Stadio San Nicola,Bari ,Italy,2.0,1.0,England, ,51426.0,0.0,0.0,QUINIOU Joel (FRA),HANSAL Mohamed (ALG),ROETHLISBERGER Kurt (SUI),3463.0,162.0,ITA,ENG
